experiment,id,date,data,extra,feedback
spinner_skill,125,3/17/14,"0,prediction_wrong_20,100,prediction_wrong_80,0,16.858,1,prediction_correct_80,10,prediction_correct_20,100,9.402,3,prediction_correct_40,100,prediction_correct_60,35,9.364,2,prediction_wrong_40,50,prediction_wrong_60,80,8.684,4,prediction_wrong_20,65,prediction_wrong_40,42,12.57,7,prediction_correct_80,54,prediction_correct_60,71,10.505,6,prediction_wrong_60,58,prediction_wrong_80,67,6.848,5,prediction_correct_40,56,prediction_correct_20,75,5.943,prediction_wrong_40,bad player,0,average player,100,skilled player,0,prediction_wrong_60,bad player,50,average player,0,skilled player,50,prediction_correct_20,bad player,0,average player,0,skilled player,100,prediction_wrong_20,bad player,100,average player,0,skilled player,0,prediction_correct_60,bad player,0,average player,100,skilled player,0,prediction_correct_80,bad player,0,average player,100,skilled player,0,prediction_wrong_80,bad player,80,average player,0,skilled player,20,prediction_correct_40,bad player,0,average player,0,skilled player,100","0,2,24,5.426433333333334,1,2,2,2,1,1,2,2,1,1","it was more their fault if they went with the lesser option"
spinner_skill,126,3/17/14,"0,prediction_wrong_20,77,prediction_wrong_80,16,17.139,1,prediction_correct_80,74,prediction_correct_20,17,10.448,2,prediction_wrong_40,67,prediction_wrong_60,31,20.885,3,prediction_correct_40,31,prediction_correct_60,67,7.999,7,prediction_correct_80,80,prediction_correct_60,61,8.274,4,prediction_wrong_20,87,prediction_wrong_40,75,16.859,6,prediction_wrong_60,21,prediction_wrong_80,13,10.64,5,prediction_correct_40,83,prediction_correct_20,90,11.944,prediction_correct_60,bad player,10,average player,20,skilled player,70,prediction_correct_20,bad player,70,average player,20,skilled player,10,prediction_wrong_20,bad player,10,average player,20,skilled player,70,prediction_wrong_80,bad player,10,average player,20,skilled player,70,prediction_correct_40,bad player,20,average player,70,skilled player,10,prediction_correct_80,bad player,10,average player,20,skilled player,70,prediction_wrong_40,bad player,40,average player,50,skilled player,10,prediction_wrong_60,bad player,40,average player,50,skilled player,10","3,2,27,6.879533333333334,1,2,1,2,1,1,2,2,1,1","If it was more probably to be chosen the better players took those.  The bad players would pick randomly."
spinner_skill,127,3/17/14,"1,prediction_correct_80,100,prediction_correct_20,0,15.713,0,prediction_wrong_20,0,prediction_wrong_80,0,15.216,2,prediction_wrong_40,100,prediction_wrong_60,0,30.864,3,prediction_correct_40,0,prediction_correct_60,100,8.894,4,prediction_wrong_20,100,prediction_wrong_40,100,10.873,5,prediction_correct_40,0,prediction_correct_20,0,7.601,7,prediction_correct_80,100,prediction_correct_60,100,7.554,6,prediction_wrong_60,0,prediction_wrong_80,0,8.367,prediction_correct_40,skilled player,0,bad player,100,average player,0,prediction_wrong_40,skilled player,0,bad player,0,average player,100,prediction_wrong_20,skilled player,0,bad player,100,average player,0,prediction_correct_60,skilled player,0,bad player,0,average player,100,prediction_correct_20,skilled player,0,bad player,100,average player,0,prediction_wrong_60,skilled player,0,bad player,100,average player,0,prediction_correct_80,skilled player,0,bad player,0,average player,100,prediction_wrong_80,skilled player,0,bad player,100,average player,0","1,2,31,8.130316666666667,1,2,1,2,1,1,2,2,1,1","Going against the odds is bad in my book.  Skill is a game of random probability does not exist."
spinner_skill,128,3/17/14,"1,prediction_correct_80,0,prediction_correct_20,100,18.239,0,prediction_wrong_20,0,prediction_wrong_80,0,37.948,2,prediction_wrong_40,100,prediction_wrong_60,0,14.904,3,prediction_correct_40,100,prediction_correct_60,20,11.09,5,prediction_correct_40,66,prediction_correct_20,100,9.069,7,prediction_correct_80,0,prediction_correct_60,23,8.177,4,prediction_wrong_20,0,prediction_wrong_40,15,15.213,6,prediction_wrong_60,100,prediction_wrong_80,100,13.136,prediction_wrong_20,bad player,0,skilled player,0,average player,100,prediction_correct_20,bad player,0,skilled player,100,average player,0,prediction_wrong_60,bad player,60,skilled player,0,average player,40,prediction_correct_80,bad player,0,skilled player,0,average player,100,prediction_correct_40,bad player,0,skilled player,80,average player,20,prediction_wrong_40,bad player,0,skilled player,0,average player,100,prediction_correct_60,bad player,0,skilled player,20,average player,80,prediction_wrong_80,bad player,100,skilled player,0,average player,0","2,2,60,6.231766666666666,1,2,1,2,2,1,2,2,1,1","Very much affected."
spinner_skill,129,3/17/14,"0,prediction_wrong_20,78,prediction_wrong_80,8,18.864,1,prediction_correct_80,90,prediction_correct_20,80,10.341,3,prediction_correct_40,77,prediction_correct_60,75,12.522,2,prediction_wrong_40,75,prediction_wrong_60,24,14.637,4,prediction_wrong_20,8,prediction_wrong_40,20,8.002,5,prediction_correct_40,30,prediction_correct_20,88,7.94,6,prediction_wrong_60,58,prediction_wrong_80,23,6.61,7,prediction_correct_80,60,prediction_correct_60,84,12.342,prediction_wrong_80,skilled player,60,bad player,10,average player,30,prediction_correct_80,skilled player,40,bad player,20,average player,40,prediction_wrong_20,skilled player,20,bad player,50,average player,30,prediction_correct_40,skilled player,70,bad player,10,average player,20,prediction_wrong_40,skilled player,40,bad player,10,average player,50,prediction_correct_20,skilled player,80,bad player,5,average player,15,prediction_wrong_60,skilled player,45,bad player,45,average player,10,prediction_correct_60,skilled player,60,bad player,10,average player,30","0,1,59,9.462883333333334,1,2,1,2,2,1,2,2,1,2",I tried to look at the % of each color in each circle and gave a gut level rating to how much skill I thought I may have taken to make the selections.
spinner_skill,130,3/17/14,"1,prediction_correct_80,46,prediction_correct_20,51,18.555,0,prediction_wrong_20,62,prediction_wrong_80,7,16.405,2,prediction_wrong_40,9,prediction_wrong_60,6,50.1,3,prediction_correct_40,48,prediction_correct_60,50,6.42,5,prediction_correct_40,72,prediction_correct_20,79,8.547,7,prediction_correct_80,5,prediction_correct_60,7,7.241,6,prediction_wrong_60,0,prediction_wrong_80,0,7.395,4,prediction_wrong_20,80,prediction_wrong_40,68,8.799,prediction_correct_20,bad player,10,skilled player,70,average player,20,prediction_wrong_40,bad player,10,skilled player,30,average player,60,prediction_wrong_60,bad player,10,skilled player,30,average player,60,prediction_wrong_20,bad player,10,skilled player,30,average player,60,prediction_correct_40,bad player,10,skilled player,50,average player,40,prediction_correct_60,bad player,10,skilled player,30,average player,60,prediction_correct_80,bad player,10,skilled player,30,average player,60,prediction_wrong_80,bad player,30,skilled player,10,average player,60","0,1,28,9.046283333333333,1,2,1,2,1,1,2,2,1,1","If it was a low probability and they got it right or wrong, that affected my answer the most."
spinner_skill,131,3/17/14,"0,prediction_wrong_20,100,prediction_wrong_80,5,26.779,1,prediction_correct_80,19,prediction_correct_20,28,20.182,2,prediction_wrong_40,90,prediction_wrong_60,18,13.056,3,prediction_correct_40,76,prediction_correct_60,14,15.441,5,prediction_correct_40,51,prediction_correct_20,13,15.014,6,prediction_wrong_60,20,prediction_wrong_80,97,10.972,4,prediction_wrong_20,89,prediction_wrong_40,31,10.607,7,prediction_correct_80,18,prediction_correct_60,21,7.272,prediction_wrong_80,skilled player,70,average player,20,bad player,10,prediction_wrong_40,skilled player,10,average player,30,bad player,60,prediction_correct_40,skilled player,20,average player,50,bad player,30,prediction_correct_80,skilled player,70,average player,20,bad player,10,prediction_wrong_60,skilled player,10,average player,50,bad player,40,prediction_correct_60,skilled player,60,average player,30,bad player,10,prediction_wrong_20,skilled player,10,average player,40,bad player,50,prediction_correct_20,skilled player,10,average player,30,bad player,60","2,2,29,7.821883333333333,1,2,1,2,1,1,2,2,1,1",if they guyesed the wrong number and the odds weren't in their favor i said they were to blame for the choice. 
spinner_skill,132,3/17/14,"0,prediction_wrong_20,83,prediction_wrong_80,28,20.798,1,prediction_correct_80,58,prediction_correct_20,75,25.361,3,prediction_correct_40,69,prediction_correct_60,43,10.672,2,prediction_wrong_40,69,prediction_wrong_60,44,23.439,6,prediction_wrong_60,41,prediction_wrong_80,15,13.954,7,prediction_correct_80,27,prediction_correct_60,32,10.328,4,prediction_wrong_20,86,prediction_wrong_40,67,11.157,5,prediction_correct_40,77,prediction_correct_20,93,14.032,prediction_wrong_20,average player,20,bad player,70,skilled player,10,prediction_wrong_80,average player,10,bad player,40,skilled player,50,prediction_correct_20,average player,10,bad player,15,skilled player,75,prediction_correct_60,average player,75,bad player,10,skilled player,15,prediction_correct_40,average player,30,bad player,20,skilled player,50,prediction_correct_80,average player,80,bad player,15,skilled player,5,prediction_wrong_60,average player,20,bad player,40,skilled player,40,prediction_wrong_40,average player,60,bad player,20,skilled player,20","6,1,36,10.193016666666667,1,2,1,2,1,1,2,2,1,1","I first looked at the probability, if the probably was high it was most likely an average player. If the probably was low, the player was probably skilled."
spinner_skill,133,3/17/14,"1,prediction_correct_80,81,prediction_correct_20,7,10.281,0,prediction_wrong_20,4,prediction_wrong_80,89,10.89,2,prediction_wrong_40,84,prediction_wrong_60,12,6.625,3,prediction_correct_40,85,prediction_correct_60,14,8.859,7,prediction_correct_80,83,prediction_correct_60,77,5.609,5,prediction_correct_40,90,prediction_correct_20,96,11.531,6,prediction_wrong_60,16,prediction_wrong_80,34,11.64,4,prediction_wrong_20,90,prediction_wrong_40,98,6.906,prediction_correct_80,average player,50,bad player,30,skilled player,20,prediction_correct_40,average player,20,bad player,10,skilled player,70,prediction_wrong_60,average player,30,bad player,20,skilled player,50,prediction_correct_60,average player,60,bad player,20,skilled player,20,prediction_wrong_80,average player,60,bad player,20,skilled player,20,prediction_correct_20,average player,30,bad player,30,skilled player,40,prediction_wrong_20,average player,70,bad player,20,skilled player,10,prediction_wrong_40,average player,50,bad player,20,skilled player,30","5,2,26,10.407033333333333,1,2,1,2,1,1,2,1,1,2","I took a look at the percentages of each instance, and measured them against the wrong or correct result."
spinner_skill,134,3/17/14,"1,prediction_correct_80,46,prediction_correct_20,47,9.112,0,prediction_wrong_20,50,prediction_wrong_80,50,27.834,3,prediction_correct_40,49,prediction_correct_60,50,9.032,2,prediction_wrong_40,51,prediction_wrong_60,50,8.22,5,prediction_correct_40,50,prediction_correct_20,50,8.73,7,prediction_correct_80,46,prediction_correct_60,52,15.733,6,prediction_wrong_60,47,prediction_wrong_80,52,8.917,4,prediction_wrong_20,49,prediction_wrong_40,52,6.936,prediction_wrong_60,bad player,33,skilled player,33,average player,34,prediction_correct_60,bad player,33,skilled player,33,average player,34,prediction_correct_80,bad player,33,skilled player,33,average player,34,prediction_correct_40,bad player,33,skilled player,33,average player,34,prediction_wrong_20,bad player,33,skilled player,33,average player,34,prediction_wrong_80,bad player,33,skilled player,33,average player,34,prediction_correct_20,bad player,33,skilled player,33,average player,34,prediction_wrong_40,bad player,33,skilled player,33,average player,34","0,1,29,7.922583333333334,1,2,1,2,1,1,2,2,1,1","I believe it was all equal chance. The outcomes didn't influence my blame or choice of players. "
spinner_skill,135,3/17/14,"1,prediction_correct_80,0,prediction_correct_20,100,22.514,0,prediction_wrong_20,100,prediction_wrong_80,0,20.008,3,prediction_correct_40,96,prediction_correct_60,5,14.342,2,prediction_wrong_40,100,prediction_wrong_60,0,14.682,4,prediction_wrong_20,0,prediction_wrong_40,100,16.576,6,prediction_wrong_60,100,prediction_wrong_80,0,8.658,7,prediction_correct_80,0,prediction_correct_60,100,9.648,5,prediction_correct_40,100,prediction_correct_20,100,10.535,prediction_correct_40,skilled player,40,average player,40,bad player,20,prediction_wrong_20,skilled player,20,average player,60,bad player,20,prediction_wrong_60,skilled player,50,average player,25,bad player,25,prediction_correct_60,skilled player,20,average player,60,bad player,20,prediction_wrong_40,skilled player,40,average player,40,bad player,20,prediction_correct_20,skilled player,80,average player,10,bad player,10,prediction_correct_80,skilled player,50,average player,30,bad player,20,prediction_wrong_80,skilled player,50,average player,25,bad player,25","0,2,25,11.0369,1,2,1,2,1,1,2,1,1,2","very nice study"
spinner_skill,136,3/17/14,"1,prediction_correct_80,81,prediction_correct_20,94,13.703,0,prediction_wrong_20,100,prediction_wrong_80,5,16.599,2,prediction_wrong_40,14,prediction_wrong_60,21,11.307,3,prediction_correct_40,49,prediction_correct_60,92,11.75,7,prediction_correct_80,49,prediction_correct_60,70,6.482,6,prediction_wrong_60,16,prediction_wrong_80,5,13.34,5,prediction_correct_40,72,prediction_correct_20,82,15.898,4,prediction_wrong_20,100,prediction_wrong_40,36,10.619,prediction_wrong_60,average player,80,skilled player,10,bad player,10,prediction_correct_20,average player,30,skilled player,70,bad player,0,prediction_correct_40,average player,50,skilled player,50,bad player,0,prediction_wrong_20,average player,20,skilled player,20,bad player,60,prediction_wrong_40,average player,30,skilled player,20,bad player,50,prediction_wrong_80,average player,80,skilled player,10,bad player,10,prediction_correct_60,average player,60,skilled player,40,bad player,0,prediction_correct_80,average player,80,skilled player,20,bad player,0","0,2,22,7.681183333333333,1,2,1,2,1,1,2,2,1,1","I would rate someone with a higher probablility of being skilled if they managed to win even with a chance of 20%. I would use that same basis for the other two categories."
spinner_skill,137,3/17/14,"1,prediction_correct_80,83,prediction_correct_20,17,12.382,0,prediction_wrong_20,27,prediction_wrong_80,70,10.997,3,prediction_correct_40,42,prediction_correct_60,49,10.299,2,prediction_wrong_40,45,prediction_wrong_60,55,10.502,5,prediction_correct_40,40,prediction_correct_20,19,10.851,6,prediction_wrong_60,54,prediction_wrong_80,78,13.139,7,prediction_correct_80,73,prediction_correct_60,48,11.268,4,prediction_wrong_20,75,prediction_wrong_40,54,5.961,prediction_correct_80,bad player,5,skilled player,5,average player,90,prediction_wrong_20,bad player,70,skilled player,5,average player,25,prediction_wrong_60,bad player,10,skilled player,5,average player,85,prediction_correct_60,bad player,5,skilled player,70,average player,25,prediction_correct_40,bad player,5,skilled player,80,average player,15,prediction_correct_20,bad player,0,skilled player,90,average player,10,prediction_wrong_80,bad player,90,skilled player,0,average player,10,prediction_wrong_40,bad player,10,skilled player,10,average player,80","6,1,28,8.855966666666667,1,2,1,2,1,1,2,2,1,1","If a player went for a low probability and got it wrong I figured they were a bad player, but if they got it right they were probably a skilled player."
spinner_skill,138,3/17/14,"1,prediction_correct_80,50,prediction_correct_20,86,17.432,0,prediction_wrong_20,100,prediction_wrong_80,21,13.171,2,prediction_wrong_40,81,prediction_wrong_60,43,11.331,3,prediction_correct_40,87,prediction_correct_60,70,10.902,5,prediction_correct_40,85,prediction_correct_20,100,13.591,6,prediction_wrong_60,13,prediction_wrong_80,6,20.032,4,prediction_wrong_20,100,prediction_wrong_40,53,13.141,7,prediction_correct_80,77,prediction_correct_60,37,14.671,prediction_wrong_80,bad player,10,skilled player,0,average player,90,prediction_correct_40,bad player,10,skilled player,60,average player,30,prediction_correct_80,bad player,0,skilled player,10,average player,90,prediction_wrong_60,bad player,10,skilled player,0,average player,90,prediction_correct_60,bad player,0,skilled player,5,average player,95,prediction_correct_20,bad player,0,skilled player,95,average player,5,prediction_wrong_20,bad player,90,skilled player,0,average player,10,prediction_wrong_40,bad player,60,skilled player,0,average player,40","0,2,21,9.204983333333333,1,2,1,2,1,1,2,1,1,1","When it came to obvious against the odd choices, I assumed they were mostly either bad or good, not average."
spinner_skill,139,3/17/14,"1,prediction_correct_80,92,prediction_correct_20,100,25.48,0,prediction_wrong_20,100,prediction_wrong_80,35,15.368,2,prediction_wrong_40,54,prediction_wrong_60,25,23.763,3,prediction_correct_40,100,prediction_correct_60,100,12.844,4,prediction_wrong_20,86,prediction_wrong_40,68,19.954,6,prediction_wrong_60,34,prediction_wrong_80,14,43.511,7,prediction_correct_80,97,prediction_correct_60,100,16.033,5,prediction_correct_40,95,prediction_correct_20,97,16.366,prediction_correct_80,average player,80,skilled player,15,bad player,5,prediction_wrong_80,average player,70,skilled player,10,bad player,20,prediction_wrong_20,average player,15,skilled player,5,bad player,80,prediction_correct_60,average player,60,skilled player,40,bad player,0,prediction_correct_20,average player,40,skilled player,60,bad player,0,prediction_wrong_40,average player,60,skilled player,10,bad player,30,prediction_wrong_60,average player,70,skilled player,10,bad player,20,prediction_correct_40,average player,60,skilled player,10,bad player,30","4,2,22,10.107333333333333,1,2,1,2,1,1,2,1,1,1","Depending on the probability, I chose to blame the players more if they chose the least likely color and got it wrong. "
spinner_skill,140,3/17/14,"0,prediction_wrong_20,5,prediction_wrong_80,6,14.706,1,prediction_correct_80,40,prediction_correct_20,72,24.143,3,prediction_correct_40,74,prediction_correct_60,59,11.287,2,prediction_wrong_40,5,prediction_wrong_60,7,10.816,5,prediction_correct_40,59,prediction_correct_20,82,10.936,7,prediction_correct_80,34,prediction_correct_60,51,9.357,6,prediction_wrong_60,5,prediction_wrong_80,6,10.102,4,prediction_wrong_20,6,prediction_wrong_40,6,11.526,prediction_wrong_80,average player,80,skilled player,10,bad player,10,prediction_correct_60,average player,60,skilled player,40,bad player,0,prediction_wrong_60,average player,30,skilled player,10,bad player,60,prediction_wrong_20,average player,80,skilled player,15,bad player,5,prediction_correct_40,average player,40,skilled player,50,bad player,10,prediction_wrong_40,average player,50,skilled player,5,bad player,45,prediction_correct_20,average player,30,skilled player,70,bad player,0,prediction_correct_80,average player,80,skilled player,20,bad player,0","2,1,45,9.952,1,2,1,2,1,1,2,2,1,2","I used common sense, and if the percentages were over 50%, I usually chose this option.  If they chose a smaller percentage and their choice was correct, I rated them more skilled. "
spinner_skill,141,3/17/14,"0,prediction_wrong_20,72,prediction_wrong_80,12,28.26,1,prediction_correct_80,100,prediction_correct_20,100,18.015,2,prediction_wrong_40,65,prediction_wrong_60,40,19.671,3,prediction_correct_40,19,prediction_correct_60,89,25.408,5,prediction_correct_40,13,prediction_correct_20,13,18.605,7,prediction_correct_80,77,prediction_correct_60,60,15.461,6,prediction_wrong_60,22,prediction_wrong_80,9,20.662,4,prediction_wrong_20,4,prediction_wrong_40,4,16.105,prediction_wrong_60,bad player,10,average player,80,skilled player,10,prediction_correct_80,bad player,10,average player,60,skilled player,30,prediction_correct_20,bad player,80,average player,0,skilled player,20,prediction_wrong_20,bad player,80,average player,0,skilled player,20,prediction_wrong_40,bad player,10,average player,70,skilled player,20,prediction_correct_40,bad player,25,average player,15,skilled player,60,prediction_wrong_80,bad player,10,average player,80,skilled player,10,prediction_correct_60,bad player,10,average player,50,skilled player,40","3,2,39,11.4163,1,2,1,2,1,1,2,2,1,1",I used the percentages. Selected unskilled if the person selected a low percentage for a winner and lost. Skilled if they won and average if the person selected the higher percentage
spinner_skill,142,3/17/14,"1,prediction_correct_80,85,prediction_correct_20,11,28.267,0,prediction_wrong_20,84,prediction_wrong_80,14,21.464,2,prediction_wrong_40,68,prediction_wrong_60,30,19.901,3,prediction_correct_40,22,prediction_correct_60,77,31.889,6,prediction_wrong_60,17,prediction_wrong_80,12,21.803,7,prediction_correct_80,82,prediction_correct_60,79,17.171,5,prediction_correct_40,26,prediction_correct_20,16,25.994,4,prediction_wrong_20,81,prediction_wrong_40,74,12.842,prediction_wrong_40,average player,0,bad player,100,skilled player,0,prediction_correct_20,average player,0,bad player,100,skilled player,0,prediction_correct_40,average player,0,bad player,100,skilled player,0,prediction_wrong_80,average player,100,bad player,0,skilled player,0,prediction_correct_60,average player,100,bad player,0,skilled player,0,prediction_wrong_60,average player,100,bad player,0,skilled player,0,prediction_correct_80,average player,100,bad player,0,skilled player,0,prediction_wrong_20,average player,0,bad player,100,skilled player,0","0,2,25,11.58565,1,2,1,2,1,1,2,2,1,1","If the player chose the outcome that was more likely then they I gave them a lot credit if they chose correctly, and very little blame if they chose wrong. If they chose the outcome which was not more likely then they got very little credit if they chose correctly, and a lot of blame if they chose wrong."
spinner_skill,143,3/17/14,"1,prediction_correct_80,75,prediction_correct_20,62,19.605,0,prediction_wrong_20,74,prediction_wrong_80,0,20.406,3,prediction_correct_40,70,prediction_correct_60,74,17.69,2,prediction_wrong_40,49,prediction_wrong_60,12,19.307,4,prediction_wrong_20,82,prediction_wrong_40,39,17.089,5,prediction_correct_40,59,prediction_correct_20,82,13.046,6,prediction_wrong_60,9,prediction_wrong_80,0,11.488,7,prediction_correct_80,69,prediction_correct_60,72,15.692,prediction_correct_80,skilled player,10,average player,90,bad player,0,prediction_wrong_40,skilled player,0,average player,100,bad player,0,prediction_correct_20,skilled player,60,average player,40,bad player,0,prediction_wrong_60,skilled player,0,average player,100,bad player,0,prediction_wrong_80,skilled player,0,average player,100,bad player,0,prediction_wrong_20,skilled player,0,average player,20,bad player,80,prediction_correct_40,skilled player,60,average player,40,bad player,0,prediction_correct_60,skilled player,0,average player,100,bad player,0","0,2,27,12.699416666666666,1,2,1,2,1,1,2,2,1,1","If the probabilities were close (60/40) I wouldn't give much if any blame for getting it wrong when they chose the higher probability. If the probabilities were something like 80/20, if they chose 20 and got it wrong they would have higher blame."
spinner_skill,144,3/17/14,"0,prediction_wrong_20,100,prediction_wrong_80,0,35.435,1,prediction_correct_80,100,prediction_correct_20,52,23.232,2,prediction_wrong_40,37,prediction_wrong_60,42,14.855,3,prediction_correct_40,56,prediction_correct_60,56,48.892,7,prediction_correct_80,100,prediction_correct_60,100,7.048,5,prediction_correct_40,61,prediction_correct_20,0,20.291,6,prediction_wrong_60,0,prediction_wrong_80,0,17.439,4,prediction_wrong_20,100,prediction_wrong_40,100,8.468,prediction_correct_40,skilled player,60,bad player,0,average player,40,prediction_wrong_60,skilled player,0,bad player,50,average player,50,prediction_wrong_20,skilled player,0,bad player,100,average player,0,prediction_wrong_40,skilled player,10,bad player,60,average player,30,prediction_wrong_80,skilled player,0,bad player,50,average player,50,prediction_correct_60,skilled player,50,bad player,0,average player,50,prediction_correct_80,skilled player,40,bad player,20,average player,40,prediction_correct_20,skilled player,80,bad player,0,average player,20","6,1,33,9.872133333333334,1,2,1,2,1,1,2,2,1,1","The probabilities of the outcomes heavily weighed on whether I determined that the player was skilled, average or bad."
spinner_skill,145,3/17/14,"0,prediction_wrong_20,77,prediction_wrong_80,27,22.028,1,prediction_correct_80,100,prediction_correct_20,33,10.419,2,prediction_wrong_40,45,prediction_wrong_60,44,11.205,3,prediction_correct_40,52,prediction_correct_60,59,9.226,4,prediction_wrong_20,27,prediction_wrong_40,17,9.215,6,prediction_wrong_60,78,prediction_wrong_80,18,13.351,7,prediction_correct_80,81,prediction_correct_60,73,10.253,5,prediction_correct_40,22,prediction_correct_20,17,8.286,prediction_correct_80,average player,80,skilled player,10,bad player,10,prediction_correct_20,average player,30,skilled player,60,bad player,10,prediction_wrong_60,average player,40,skilled player,10,bad player,50,prediction_wrong_80,average player,10,skilled player,60,bad player,30,prediction_wrong_20,average player,60,skilled player,15,bad player,25,prediction_correct_40,average player,35,skilled player,45,bad player,20,prediction_wrong_40,average player,60,skilled player,10,bad player,30,prediction_correct_60,average player,60,skilled player,10,bad player,30","8,2,21,7.823416666666667,1,2,2,2,1,1,2,2,1,1","Not really"
spinner_skill,146,3/17/14,"0,prediction_wrong_20,9,prediction_wrong_80,94,12.027,1,prediction_correct_80,41,prediction_correct_20,92,14.052,2,prediction_wrong_40,12,prediction_wrong_60,36,70.558,3,prediction_correct_40,68,prediction_correct_60,47,10.667,4,prediction_wrong_20,7,prediction_wrong_40,15,11.088,6,prediction_wrong_60,45,prediction_wrong_80,83,15.352,5,prediction_correct_40,60,prediction_correct_20,89,14.093,7,prediction_correct_80,32,prediction_correct_60,57,151.34,prediction_wrong_60,skilled player,0,average player,40,bad player,60,prediction_wrong_80,skilled player,5,average player,5,bad player,90,prediction_correct_20,skilled player,90,average player,5,bad player,5,prediction_correct_40,skilled player,33,average player,33,bad player,34,prediction_correct_80,skilled player,33,average player,33,bad player,34,prediction_correct_60,skilled player,40,average player,40,bad player,20,prediction_wrong_40,skilled player,5,average player,5,bad player,90,prediction_wrong_20,skilled player,5,average player,5,bad player,90","2,1,23,15.055116666666667,1,2,1,2,1,1,2,2,1,1","If they guessd right but there was a good chance of guessing right I gave them less credit than if they guessed correctly but the odds had not been in their favor"
spinner_skill,147,3/17/14,"0,prediction_wrong_20,19,prediction_wrong_80,86,38.769,1,prediction_correct_80,54,prediction_correct_20,67,15.935,3,prediction_correct_40,67,prediction_correct_60,51,20.636,2,prediction_wrong_40,40,prediction_wrong_60,62,13.311,7,prediction_correct_80,70,prediction_correct_60,72,59.269,4,prediction_wrong_20,83,prediction_wrong_40,66,21.982,5,prediction_correct_40,69,prediction_correct_20,82,13.749,6,prediction_wrong_60,42,prediction_wrong_80,18,21.706,prediction_correct_20,bad player,15,skilled player,70,average player,15,prediction_correct_80,bad player,5,skilled player,40,average player,55,prediction_correct_60,bad player,20,skilled player,40,average player,40,prediction_wrong_60,bad player,25,skilled player,30,average player,45,prediction_correct_40,bad player,40,skilled player,40,average player,20,prediction_wrong_80,bad player,5,skilled player,25,average player,70,prediction_wrong_20,bad player,70,skilled player,5,average player,25,prediction_wrong_40,bad player,50,skilled player,10,average player,40","1,2,26,19.103516666666668,1,2,2,2,1,1,2,1,1,1","If the probability was very one sided and they chose against it. I divided up the blame mostly toward poor. If the probability was close and they chose unorthadox, but got it right, I divided between skilled and average mostly. If they got it wrong, I divided up mostly between poor and average."
spinner_skill,148,3/17/14,"0,prediction_wrong_20,100,prediction_wrong_80,100,15.361,1,prediction_correct_80,100,prediction_correct_20,100,5.855,2,prediction_wrong_40,100,prediction_wrong_60,100,5.675,3,prediction_correct_40,100,prediction_correct_60,100,7.416,5,prediction_correct_40,100,prediction_correct_20,100,5.449,7,prediction_correct_80,100,prediction_correct_60,100,6.686,6,prediction_wrong_60,100,prediction_wrong_80,100,5.057,4,prediction_wrong_20,100,prediction_wrong_40,100,6.743,prediction_correct_60,average player,100,bad player,0,skilled player,0,prediction_wrong_20,average player,100,bad player,0,skilled player,0,prediction_correct_20,average player,100,bad player,0,skilled player,0,prediction_wrong_60,average player,100,bad player,0,skilled player,0,prediction_correct_80,average player,100,bad player,0,skilled player,0,prediction_wrong_40,average player,100,bad player,0,skilled player,0,prediction_correct_40,average player,100,bad player,0,skilled player,0,prediction_wrong_80,average player,100,bad player,0,skilled player,0","0,2,33,4.428866666666667,1,2,1,2,1,1,2,2,1,1",""
spinner_skill,149,3/17/14,"0,prediction_wrong_20,62,prediction_wrong_80,0,30.166,1,prediction_correct_80,80,prediction_correct_20,0,24.782,2,prediction_wrong_40,28,prediction_wrong_60,58,31.664,3,prediction_correct_40,38,prediction_correct_60,70,11.391,4,prediction_wrong_20,0,prediction_wrong_40,45,27.499,7,prediction_correct_80,88,prediction_correct_60,80,14.297,5,prediction_correct_40,47,prediction_correct_20,21,56.442,6,prediction_wrong_60,64,prediction_wrong_80,88,14.1,prediction_wrong_40,average player,20,skilled player,0,bad player,80,prediction_correct_40,average player,60,skilled player,10,bad player,30,prediction_wrong_20,average player,2,skilled player,0,bad player,98,prediction_correct_60,average player,70,skilled player,30,bad player,0,prediction_wrong_80,average player,30,skilled player,60,bad player,10,prediction_correct_20,average player,40,skilled player,10,bad player,50,prediction_correct_80,average player,65,skilled player,30,bad player,5,prediction_wrong_60,average player,40,skilled player,20,bad player,40","0,1,38,14.4421,1,2,1,2,1,1,2,2,1,1","I based it on whether or not the outcome would be obvious."
